,FACILITY ID,FACILITY NAME,RECORD ID, PROGRAM NAME,PROGRAM ELEMENT (PE),PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY  STATE,FACILITY ZIP,FACILITY LATITUDE,FACILITY LONGITUDE,OWNER ID,OWNER NAME,OWNER ADDRESS,OWNER CITY,OWNER STATE,OWNER ZIP,Location,Census Tracts 2010,2011 Supervisorial District Boundaries (Official),Board Approved Statistical Areas,Zip Codes
5530,FA0029761,JACK IN THE BOX #5303,PR0022878,JACK IN THE BOX #5303,1637,RESTAURANT (61-150) SEATS MODERATE RISK,14611 DALEWOOD ST,BALDWIN PARK,CA,91706,34.06966452,-117.9614221,OW0005838,"CALIFORNIA SUNRISE, INC",3 JULIA ST,LADERA RANCH,CA,92694,"(34.0696645179, -117.9614220846)",1802.0,1.0,288.0,8895.0
6489,FA0250656,CHEER LIQUOR CAFFE,PR0199674,CHEER LIQUOR CAFFE,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",14230 VENTURA BLVD,SHERMAN OAKS,CA,91423,34.14994767,-118.4430564,OW0244732,CHEER LIQUOR CAFFE INC,14230 VENTURA BLVD,SHERMAN OAKS,CA,91423,"(34.1499476705, -118.4430564477)",465.0,3.0,44.0,19736.0
18208,FA0044017,PAROS PIZZA,PR0002510,PAROS PIZZA,1632,RESTAURANT (0-30) SEATS HIGH RISK,1117 N HOBART BLVD,LOS ANGELES,CA,90029,34.09133657,-118.30475520000002,OW0018657,"KECHEDJIAN, HAGOP",1117  N HOBART BLVD,LOS ANGELES,CA,90029,"(34.0913365745, -118.3047551681)",1638.0,3.0,380.0,23447.0
15942,FA0030318,INTELLIGENTSIA COFFEE,PR0035626,INTELLIGENTSIA COFFEE,1633,RESTAURANT (31-60) SEATS LOW RISK,3922 W SUNSET BLVD,LOS ANGELES,CA,90029,34.09203984,-118.2802287,OW0017013,INTELLIGENTSIA COFFEE & TEA,3922  W SUNSET BLVD,LOS ANGELES,CA,90029,"(34.0920398405, -118.2802287191)",1416.0,1.0,416.0,23447.0
864,FA0160092,AFC SUSHI (INSIDE RALPHS),PR0148176,AFC SUSHI - RALPH'S #222,1632,RESTAURANT (0-30) SEATS HIGH RISK,14049 VENTURA BLVD,SHERMAN OAKS,CA,91423,34.14946662,-118.438849,OW0001761,ADVANCED FRESH CONCEPTS FRANCHISE CORP,19205 S LAUREL PARK RD,RANCHO DOMINGUEZ,CA,90220,"(34.1494666173, -118.438848989)",466.0,3.0,44.0,19736.0
13575,FA0041897,YUM YUM DONUTS FRANCHISE #50B,PR0019670,YUM YUM DONUTS # 50,1631,RESTAURANT (0-30) SEATS MODERATE RISK,3205 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,34.07152913,-117.9778791,OW0100862,"GREGORIO, OROZCO",3205 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,"(34.071529132, -117.9778791067)",1789.0,1.0,288.0,8895.0
22772,FA0244894,UMAMI CAFE,PR0193244,UMAMI CAFE,1638,RESTAURANT (61-150) SEATS HIGH RISK,2555 E AVENUE P,PALMDALE,CA,93550-2112,34.6023374,-118.0842699,OW0240042,MATHEW KIM,2555 E AVENUE P,PALMDALE,CA,93550-2112,"(34.6023373958, -118.0842699387)",212.0,5.0,77.0,27323.0
36902,FA0248879,FOCUS BBQ,PR0197581,FOCUS BBQ,1635,RESTAURANT (31-60) SEATS HIGH RISK,2541 ROSEMEAD BLVD,SOUTH EL MONTE,CA,91733,34.058384999999994,-118.0644356,OW0239995,TOP PLAY GLOBAL COMMERCIAL GRO,50 WILD HORSE,IRVINE,CA,92602,"(34.058385, -118.0644356496)",2021.0,1.0,99.0,9314.0
15569,FA0158177,HWB CAR WASH,PR0146261,HWB CAR WASH,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",3600 BURBANK BLVD,BURBANK,CA,91505,34.17454153,-118.34977190000001,OW0123269,"HWB AUTO DETAIL & WASH, INC",3600 BURBANK BLVD,BURBANK,CA,91505,"(34.1745415317, -118.349771876)",1609.0,5.0,295.0,20150.0
5627,FA0059112,CANTERS FAIRFAX / GRILLED CHEESE HEAVEN,PR0044261,CANTERS FAIRFAX / GRILLED CHEESE HEAVEN DELI,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",419 N FAIRFAX AVE,LOS ANGELES,CA,90036,34.07881693,-118.3616165,OW0006057,CANTERS INC,419 N FAIRFAX AVE,LOS ANGELES,CA,90036,"(34.0788169349, -118.3616164576)",1514.0,3.0,387.0,23679.0
38045,FA0259998,ARCO,PR0210327,ARCO,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",295 S AZUSA AVE,AZUSA,CA,91702,34.11826267,-117.90773519999999,OW0251889,VEER CRUDE PARTNERS INC.,295 S AZUSA AVE,AZUSA,CA,91702,"(34.1182626706, -117.9077351785)",2337.0,1.0,287.0,8894.0
31218,FA0008683,BEAUX,PR0028805,BEAUX,1635,RESTAURANT (31-60) SEATS HIGH RISK,21605 S WESTERN AVE STE A,TORRANCE,CA,90501,33.83246952,-118.309301,OW0032138,"SEKIGUCHI, KATSUHIKO",21605 S WESTERN AVE STE# A,TORRANCE,CA,90501,"(33.8324695233, -118.3093010074)",639.0,4.0,102.0,25715.0
27878,FA0268297,THE PROPER RESTAURANT,PR0220254,THE PROPER RESTAURANT,1638,RESTAURANT (61-150) SEATS HIGH RISK,464 FOOTHILL BLVD,LA CANADA FLINTRIDGE,CA,91011,34.19892229,-118.1883987,OW0258714,PROPER HOSPITALITY GROUP LLC,464 FOOTHILL BLVD,LA CANADA FLINTRIDGE,CA,91011,"(34.198922285, -118.1883987038)",1589.0,5.0,313.0,2832.0
26570,FA0043862,PAPAYA P,PR0014097,PAPAYA P,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1133 N PACIFIC AVE,GLENDALE,CA,91202,34.162032700000005,-118.2650405,OW0027539,PAPAYA P  INC.,1133  N PACIFIC AVE,GLENDALE,CA,91202,"(34.1620327015, -118.2650404523)",1278.0,5.0,305.0,3628.0
3250,FA0004867,BANGKOK MARKET,PR0022988,BANGKOK MARKET,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",4757 MELROSE AVE,LOS ANGELES,CA,90029,34.08364544,-118.304455,OW0003881,BANGKOK MARKET INC,4757  W MELROSE AV,LOS ANGELES,CA,90029,"(34.0836454369, -118.3044549835)",1434.0,2.0,387.0,23447.0
1713,FA0059676,CHINA BOOK STORE,PR0013057,CHINA BOOK STORE,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",652 N BROADWAY # #B,LOS ANGELES,CA,90012,34.0600464,-118.23945079999999,OW0002539,AMERICAN CHINA INVESTMENT IN,652  N BROADWAY ST. #B,LOS ANGELES,CA,90012,"(34.0600464016, -118.2394507672)",685.0,1.0,339.0,22728.0
6507,FA0269688,CHELAS & CHILES SEAFOOD AND GRILL,PR0222138,CHELAS & CHILES SEAFOOD AND GRILL,1638,RESTAURANT (61-150) SEATS HIGH RISK,15722 LAKEWOOD BLVD,BELLFLOWER,CA,90706,33.89088634,-118.14258889999999,OW0259834,CHELAS &CHILES SEAFOOD & GRILL,15722 LAKEWOOD BLVD,BELLFLOWER,CA,90706,"(33.8908863353, -118.1425888942)",2055.0,4.0,291.0,26326.0
8200,FA0270305,BIG MAMA'S & PAPA'S PIZZERIA,PR0222883,BIG MAMA'S & PAPA'S PIZZERIA,1632,RESTAURANT (0-30) SEATS HIGH RISK,8323 RESEDA BLVD # 101,NORTHRIDGE,CA,91324,34.221253999999995,-118.536178,OW0260349,CULTURE MEDIA MARKETING,8323 RESEDA BLVD # 101,NORTHRIDGE,CA,91324,"(34.221254, -118.536178)",385.0,3.0,396.0,18513.0
1695,FA0039834,MOMMY'S NUTRITIONAL CENTER,PR0028209,MOMMY'S NUTRITIONAL CENTER,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",603 N AZUSA AVE,AZUSA,CA,91702,34.13175747,-117.90769820000001,OW0002485,"AMER, HANIEH AHMAD",1136  E 17TH STREET,SANTA ANA,CA,92701,"(34.131757474, -117.9076981946)",2318.0,1.0,287.0,8894.0
28066,FA0045430,QUIK-N-EZ,PR0003614,QUIK-N-EZ,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3280 TWEEDY BLVD # C,SOUTH GATE,CA,90280,33.94494076,-118.2125865,OW0029259,"QUIK-N-EZ, INC.",3280   TWEEDY BLVD. C,SOUTH GATE,CA,90280,"(33.9449407646, -118.2125865284)",794.0,1.0,100.0,25071.0
26998,FA0044233,"PEREZ, MINI MARKET",PR0003248,"PEREZ, MINI MARKET",1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4355 S AVALON BLVD,LOS ANGELES,CA,90011,34.00458643,-118.2654272,OW0028228,PEREZ PONCIANO MELCHOR,4355  S AVALON BLVD,LOS ANGELES,CA,90011,"(34.0045864252, -118.2654271643)",1014.0,2.0,400.0,22727.0
23033,FA0142654,THE LITTLE NEXT DOOR,PR0128227,THE LITTLE NEXT DOOR,1638,RESTAURANT (61-150) SEATS HIGH RISK,8142 W 3RD ST,LOS ANGELES,CA,90048-4309,34.07219104,-118.36736599999999,OW0105844,"MECHANLOO INC, FREDERIC FLOR",8142 W 3RD ST,LOS ANGELES,CA,90048-4309,"(34.0721910414, -118.3673660442)",1567.0,3.0,334.0,23679.0
19681,FA0255365,LA MICHOACANA VIP ICE CREAM PARLOR,PR0205028,LA MICHOACANA VIP ICE CREAM PARLOR,1630,RESTAURANT (0-30) SEATS LOW RISK,1823 E PALMDALE BLVD,PALMDALE,CA,93550,34.57972052,-118.095202,OW0248343,LAJJ ICE CREAM CORP.,15190 COBALT ST,SYLMAR,CA,91342,"(34.5797205238, -118.0952019556)",196.0,5.0,77.0,27323.0
27616,FA0021255,EL POLLO LOCO,PR0033346,EL POLLO LOCO,1635,RESTAURANT (31-60) SEATS HIGH RISK,17240 SATICOY ST,VAN NUYS,CA,91406,34.20826884,-118.50863190000001,OW0028790,POLLO WEST CORP,5050 KANAN RD,AGOURA HILLS,CA,91301,"(34.2082688417, -118.5086318751)",425.0,3.0,375.0,19734.0
30060,FA0266107,UMAI SAVORY HOT DOGS #111,PR0217411,UMAI SAVORY HOT DOGS #111,1631,RESTAURANT (0-30) SEATS MODERATE RISK,6600 TOPANGA CANYON BLVD # 1098A,CANOGA PARK,CA,91303-2680,34.19112308,-118.6058668,OW0256937,"RSK  RESTAURANTS, LLC",20480 CELTIC ST,CHATSWORTH,CA,91311-1703,"(34.1911230766, -118.6058667664)",394.0,3.0,333.0,4278.0
261,FA0057828,AVALON VALERO,PR0006594,AVALON VALERO,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4368 AVALON BLVD # #A,LOS ANGELES,CA,90011,34.00423016,-118.26523590000002,OW0001076,"5545453, INC.",4368   AVALON BLVD,LOS ANGELES,CA,90011,"(34.0042301578, -118.2652358699)",1014.0,2.0,400.0,22727.0
13759,FA0155814,FLORES RASPADOS,PR0143262,FLORES RASPADOS,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",2121 N TOWNE AVE,POMONA,CA,91766-6223,34.03293978,-117.7408875,OW0121093,GUILLERMO FLORES & ALICIA HERNANDEZ,2121 N TOWNE AVE,POMONA,CA,91766-6223,"(34.0329397791, -117.7408874816)",2269.0,1.0,83.0,10125.0
12916,FA0024908,GIO'S FRESH MEDITERRANEAN,PR0027886,GIO'S FRESH MEDITERRANEAN,1635,RESTAURANT (31-60) SEATS HIGH RISK,19642 SHERMAN WAY,RESEDA,CA,91335,34.20088562,-118.5609691,OW0013268,"GIO'S FRESH MEDITERRANEAN, INC",19642 SHERMAN WAY,RESEDA,CA,91335,"(34.2008856193, -118.5609690744)",423.0,3.0,405.0,18909.0
26725,FA0160063,PARRAIN'S,PR0148145,PARRAIN'S,1632,RESTAURANT (0-30) SEATS HIGH RISK,7906 ALONDRA BLVD,PARAMOUNT,CA,90723,33.88905651,-118.16129440000002,OW0125049,PARRAIN'S OF CALIFORNIA INC,7906 ALONDRA BLVD,PARAMOUNT,CA,90723,"(33.8890565146, -118.1612944184)",2138.0,4.0,80.0,3339.0
8216,FA0010368,CURRY INDIA BISTRO,PR0026400,CURRY INDIA BISTRO,1638,RESTAURANT (61-150) SEATS HIGH RISK,2779 S DIAMOND BAR BLVD,DIAMOND BAR,CA,91765,33.97507561,-117.8369365,OW0009209,CURRY INDIA BISTRO INC.,2779  S DIAMOND BAR BLVD,DIAMOND BAR,CA,91765,"(33.9750756057, -117.8369364546)",2238.0,4.0,302.0,9741.0
6676,FA0175093,CHILE BANDIDO,PR0168203,CHILE BANDIDO,1632,RESTAURANT (0-30) SEATS HIGH RISK,714 E FOOTHILL BLVD,SAN DIMAS,CA,91744,34.12218970000001,-117.79350559999999,OW0181694,CHILE BANDIDO AUTHENTIC MEXICA,714 E FOOTHILL BLVD,SAN DIMAS,CA,91744,"(34.1221896967, -117.7935056436)",2334.0,5.0,190.0,10134.0
39958,FA0241498,HAPPY CHINESE FOOD,PR0189615,HAPPY CHINESE FOOD,1632,RESTAURANT (0-30) SEATS HIGH RISK,3100 E IMPERIAL HWY STE P10A,LYNWOOD,CA,90262,33.9303936,-118.2159315,OW0237379,YING W WONG,6345 SEVILLE AVE # C,HUNTINGTON PARK,CA,90255,"(33.9303935965, -118.2159314624)",935.0,2.0,70.0,24691.0
27776,FA0244365,LUNA GRILL,PR0192650,LUNA GRILL,1638,RESTAURANT (61-150) SEATS HIGH RISK,21540 HAWTHORNE BLVD # 413,TORRANCE,CA,90503,33.83277191,-118.3526916,OW0230094,PREMIER FOOD CONCEPTS LLC,13520 EVENING CREEK DR N STE 400-A,SAN DIEGO,CA,92128,"(33.8327719123, -118.3526915665)",816.0,4.0,102.0,25717.0
32709,FA0180704,SONNY'S AMAZING ITALIAN ICES & CREMES,PR0174507,SONNY'S AMAZING ITALIAN ICES & CREMES,1631,RESTAURANT (0-30) SEATS MODERATE RISK,15030 VENTURA BLVD # 17,SHERMAN OAKS,CA,91403-2444,34.15286368,-118.4606935,OW0186052,SONNY'S AMAZING ITALIAN ICES & CREMES,15030 VENTURA BLVD # 17,SHERMAN OAKS,CA,91403-2444,"(34.1528636799, -118.4606935441)",600.0,3.0,44.0,19732.0
38422,FA0011633,C&J LIQUOR MART,PR0033015,C&J LIQUOR MART,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",10805 S INGLEWOOD AVE STE B,INGLEWOOD,CA,90304,33.93789538,-118.361531,OW0038156,"VO, DUONG MINH",10805  S INGLEWOOD AVE B,INGLEWOOD,CA,90304,"(33.9378953766, -118.3615310265)",1025.0,2.0,198.0,25424.0
35483,FA0149460,TEEN CHALLENGE KITCHEN,PR0135566,TEEN CHALLENGE KITCHEN,1638,RESTAURANT (61-150) SEATS HIGH RISK,9605 STATE ST,SOUTH GATE,CA,90280-4219,33.94808155,-118.21358070000001,OW0115045,TEEN CHALLENGE INTERNATIONAL,9605 STATE ST,SOUTH GATE,CA,90280-4219,"(33.9480815463, -118.2135807278)",806.0,1.0,100.0,25071.0
28901,FA0256915,RASPADO EXPRESS,PR0206752,RASPADO EXPRESS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,13796 FOOTHILL BLVD # B,SYLMAR,CA,91342,34.309898700000005,-118.43352970000001,OW0246439,RASPADO FACTORY INC.,8202 SAN FERNANDO RD,SUN VALLEY,CA,91352,"(34.3098986977, -118.4335296792)",1386.0,3.0,421.0,18912.0
14105,FA0016251,HAMADA-YA,PR0005340,HAMADA-YA,1631,RESTAURANT (0-30) SEATS MODERATE RISK,21515 S WESTERN AVE # 146B,TORRANCE,CA,90501,33.83369043,-118.3090821,OW0014618,HAMADAYA LLC,21515  S WESTERN AVE. 146B,TORRANCE,CA,90501,"(33.8336904286, -118.3090820834)",639.0,4.0,102.0,25715.0
1136,FA0021783,ELYSEE BAKERY & CAFE,PR0043128,ELYSEE BAKERY & CAFE,1638,RESTAURANT (61-150) SEATS HIGH RISK,1099 GAYLEY AVE,LOS ANGELES,CA,90024,34.06029081,-118.4467758,OW0001982,ALAEDDINE KHALIL,1099   GAYLEY AVE,LOS ANGELES,CA,90024,"(34.0602908113, -118.4467758099)",574.0,3.0,60.0,23442.0
31204,FA0262421,STAMP PROPER FOODS,PR0213168,STAMP PROPER FOODS,1635,RESTAURANT (31-60) SEATS HIGH RISK,4500 LOS FELIZ BLVD # C,LOS ANGELES,CA,90212,34.11179686,-118.28777579999999,OW0253889,SEGULA BUSINESS GROUP LLC,4500 LOS FELIZ BLVD # C,LOS ANGELES,CA,90212,"(34.1117968598, -118.2877757921)",1458.0,3.0,27.0,23445.0
33844,FA0048944,STATER BROS #141,PR0036687,STARTER BROS MARKETS #141,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",26900 SIERRA HWY,CANYON COUNTRY,CA,91351,34.40413067,-118.465093,OW0033964,STATER BROS. MARKETS INC.,PO BOX 150,SAN BERNARDINO,CA,92402,"(34.4041306668, -118.4650929743)",269.0,5.0,90.0,19354.0
4916,FA0264337,BROWN DONKATSU,PR0215416,BROWN DONKATSU,1632,RESTAURANT (0-30) SEATS HIGH RISK,3500 W 6TH ST STE 223,LOS ANGELES,CA,90020-5803,34.06357649,-118.2981231,OW0243514,"BROWN DONKATSU CMP, INC",450 S WESTERN AVE # FC3,LOS ANGELES,CA,90020,"(34.0635764924, -118.2981230661)",1301.0,2.0,381.0,22726.0
9504,FA0239933,HO MI BING,PR0187938,HO MI BING,1633,RESTAURANT (31-60) SEATS LOW RISK,3300 W 6TH ST # 2,LOS ANGELES,CA,90020,34.0635867,-118.2942374,OW0236124,DOUBLE K N CORP,3300 W 6TH ST # 2,LOS ANGELES,CA,90020,"(34.063586698, -118.2942374213)",1302.0,2.0,381.0,22726.0
20421,FA0019271,DODGER STADIUM,PR0021627,#102 ALL INCLUSIVE (AYCE),1631,RESTAURANT (0-30) SEATS MODERATE RISK,1000 VIN SCULLY AVE,LOS ANGELES,CA,90012,34.07178445,-118.2417818,OW0021606,LEVY PREMIUM FOOD SERVICE LP,1000 VIN SCULLY AVE,LOS ANGELES,CA,90012,"(34.0717844462, -118.2417818071)",1606.0,1.0,347.0,24342.0
40143,FA0160305,YOSHINOYA #1253,PR0148390,YOSHINOYA #1253,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1802 E SLAUSON AVE,LOS ANGELES,CA,90058,33.98909474,-118.24104579999998,OW0101581,"YOSHINOYA AMERICA, INC.",991 W KNOX ST,TORRANCE,CA,90502,"(33.9890947358, -118.241045814)",852.0,2.0,174.0,24353.0
39301,FA0252345,NO GHOST BEARS,PR0201606,NO GHOST BEARS,1630,RESTAURANT (0-30) SEATS LOW RISK,305 E 8TH ST UNIT 103,LOS ANGELES,CA,90014,34.04127769,-118.25156159999999,OW0246133,WILLIAM MIYAZAKI,305 E 8TH ST UNIT 103,LOS ANGELES,CA,90014,"(34.0412776941, -118.2515615572)",1145.0,2.0,64.0,23075.0
6581,FA0008541,CHEVRON FOOD MART #1818,PR0012842,CHEVRON FOOD MART #1818,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",10984 LE CONTE AVE,LOS ANGELES,CA,90024,34.06344363,-118.4484327,OW0007450,CHEVRON STATIONS INC,PO BOX 2292,BREA,CA,92822,"(34.0634436323, -118.4484327159)",574.0,3.0,60.0,23442.0
9781,FA0057670,ARCO DOWNEY,PR0000501,ARCO DOWNEY,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",11846 DOWNEY AVE,DOWNEY,CA,90241,33.9321339,-118.13820079999999,OW0010617,"EAGLE PETRO LA, INC",11846   DOWNEY AVE,DOWNEY,CA,90241,"(33.9321338976, -118.1382008331)",2086.0,4.0,303.0,24681.0
40373,FA0038015,TOKYO STEAK HOUSE,PR0015119,TOKYO STEAK HOUSE,1641,RESTAURANT (151 + ) SEATS HIGH RISK,2106 E PALMDALE BLVD,PALMDALE,CA,93550,34.57992052,-118.0916813,OW0040093,Z & W TOKYO STEAK CORP,2106  E PALMDALE BLVD,PALMDALE,CA,93550,"(34.579920523, -118.091681343)",206.0,5.0,77.0,27323.0
24716,FA0144275,NEKTER JUICE BAR,PR0130192,NEKTER JUICE BAR,1631,RESTAURANT (0-30) SEATS MODERATE RISK,10912 LINDBROOK DR,LOS ANGELES,CA,90024-3408,34.05938206,-118.44492240000001,OW0025789,NEKTAR JUICE BAR INC.,1844 E CARNEGIE AVE,SANTA ANA,CA,92705,"(34.059382064, -118.444922391)",389.0,3.0,60.0,23442.0
32254,FA0070600,SMART & FINAL,PR0181763,SMART & FINAL,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",39212 W 10TH ST W,PALMDALE,CA,93551,34.59629778,-118.14548959999999,OW0033212,SMART & FINAL STORES LLC,P.O. BOX 512377,LOS ANGELES,CA,90051-0377,"(34.5962977832, -118.1454896018)",197.0,5.0,77.0,27324.0
38224,FA0258843,LA VILLITA CANTINA,PR0208913,LA VILLITA CANTINA,1635,RESTAURANT (31-60) SEATS HIGH RISK,1917 N BRONSON AVE,LOS ANGELES,CA,90068-5601,34.10564325,-118.31802320000001,OW0250955,VICTORS SQUARE HOSPITALITY LLC,1917 N BRONSON AVE,LOS ANGELES,CA,90068-5601,"(34.1056432456, -118.3180231968)",1439.0,3.0,360.0,24033.0
26208,FA0067572,NICCOLO'S HILLSIDE PIZZA,PR0001234,NICCOLO'S HILLSIDE PIZZA,1635,RESTAURANT (31-60) SEATS HIGH RISK,29113 S WESTERN AVE,RANCHO PALOS VERDES,CA,90275,33.75358043,-118.3091479,OW0027225,"PACK, NICK",29113 S WESTERN AVE,RANCHO PALOS VERDES,CA,90275,"(33.7535804251, -118.3091479071)",80.0,4.0,84.0,25068.0
6963,FA0044238,PERFECT DONUTS,PR0001799,PERFECT DONUTS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,6411 SEPULVEDA BLVD # 00001,VAN NUYS,CA,91411,34.18708025,-118.46620300000001,OW0007846,"CHONG, HENRY",6411   SEPULVEDA BLVD,VAN NUYS,CA,91411,"(34.1870802533, -118.4662030221)",39.0,3.0,430.0,19735.0
13174,FA0045618,REGENCY THEATRES,PR0015512,REGENCY DTHEATRES,1630,RESTAURANT (0-30) SEATS LOW RISK,13917 S PIONEER BLVD,NORWALK,CA,90650,33.90518271,-118.0827855,OW0013555,GOLIN THEATERS INC.,26901 AGOURA RD STE 150,AGOURA HILLS,CA,91301,"(33.905182705, -118.0827855005)",2161.0,4.0,76.0,25734.0
28624,FA0069232,RALPHS MARKET # 70,PR0008618,RALPHS MEAT MARKET #70,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",20060 VENTURA BLVD,WOODLAND HILLS,CA,91364,34.17081285,-118.57068259999998,OW0029458,RALPHS GROCERY COMPANY,PO BOX 54143,LOS ANGELES,CA,90054,"(34.1708128479, -118.5706825979)",479.0,3.0,69.0,19346.0
2614,FA0031689,SAMMY'S LIQUOR L MARKET,PR0007994,SAMMY'S LIQUOR L MARKET,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2833 W JEFFERSON BLVD,LOS ANGELES,CA,90018,34.02573601,-118.32693789999999,OW0003191,"ASGHEDOM, SAMUEL M",2833  W JEFFERSON BLVD,LOS ANGELES,CA,90018,"(34.0257360079, -118.3269378898)",715.0,2.0,371.0,23079.0
15465,FA0248273,PUPUSERIA RIO LEMPA,PR0196926,PUPUSERIA RIO LEMPA,1635,RESTAURANT (31-60) SEATS HIGH RISK,2626 SATURN AVE,HUNTINGTON PARK,CA,90255,33.97688712,-118.2244719,OW0242729,HUMBERTO HERNAN HERRERA,2626 SATURN AVE,HUNTINGTON PARK,CA,90255,"(33.9768871226, -118.224471867)",1034.0,1.0,11.0,24689.0
3852,FA0009338,BEV MO #132,PR0005638,BEV MO #132,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",3730 E FOOTHILL BLVD,PASADENA,CA,91107,34.15001379,-118.0722314,OW0004540,"BEVERAGES & MORE, INC.",1401 WILLOW PASS RD STE 900,CONCORD,CA,94520,"(34.1500137907, -118.0722314457)",1810.0,5.0,163.0,3236.0
2826,FA0001371,AVALON SEAFOOD,PR0007502,AVALON SEAFOOD,1632,RESTAURANT (0-30) SEATS HIGH RISK,0 GREEN PLEASURE PIER,AVALON,CA,90704,33.343916,-118.3247544,OW0003394,AVALON SEAFOOD,PO BOX 2152,AVALON,CA,90704,"(33.343916, -118.3247544)",,,,26325.0
22097,FA0256940,EAST LA MARKET & LIQUOR,PR0206776,EAST LA MARKET & LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",530 N FICKETT ST,LOS ANGELES,CA,90033-3018,34.0483519,-118.20427759999998,OW0249529,MANPREET SINGH,530 N FICKETT ST,LOS ANGELES,CA,90033-3018,"(34.048351897, -118.2042775594)",1244.0,1.0,332.0,23450.0
3150,FA0224508,MON-LAND HOT POT CITY,PR0179732,MON-LAND HOT POT CITY,1638,RESTAURANT (61-150) SEATS HIGH RISK,251 W BENCAMP ST # C,SAN GABRIEL,CA,91776,34.07852827,-118.10287120000001,OW0228977,BAI JIN INC,251 W BENCAMP ST # C,SAN GABRIEL,CA,91776,"(34.0785282701, -118.1028711948)",1768.0,5.0,38.0,10137.0
16327,FA0062565,GARDENA SUPER MARKET,PR0016551,GARDENA MARKET,1614,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",1012 W GARDENA BLVD,GARDENA,CA,90247,33.88129857,-118.2919967,OW0017219,J SOLANKI CORPORATION,1012 GARDENA AVE,GARDENA,CA,90247,"(33.8812985656, -118.2919967415)",777.0,2.0,304.0,24684.0
13140,FA0224894,GSE 76 ROSECRANS,PR0180171,GSE 76 ROSECRANS,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7511 ROSECRANS AVE,PARAMOUNT,CA,90723-2505,33.90374833,-118.16836950000001,OW0127520,"GOLDEN STATE ENTERPRISES, LLC",29501 CANWOOD ST STE 200,AGOURA HILLS,CA,91301,"(33.90374833, -118.1683695281)",2120.0,4.0,80.0,3339.0
39487,FA0164943,WOKCANO CRESCENT,PR0153237,WOKCANO CRESCENT,1635,RESTAURANT (31-60) SEATS HIGH RISK,8000 SUNSET BLVD A 110,LOS ANGELES,CA,90046,34.09788966,-118.36449309999999,OW0128242,"WOKCANO CRESCENT , LLC",8000 W SUNSET BLVD # A110,LOS ANGELES,CA,90046,"(34.0978896561, -118.364493058)",1528.0,3.0,359.0,23677.0
4231,FA0243109,BLU JAM CAFE,PR0191336,BLU JAM CAFE,1638,RESTAURANT (61-150) SEATS HIGH RISK,18700 VENTURA BLVD # 140,TARZANA,CA,91356-6304,34.17072432,-118.5409196,OW0238607,BLU JAM CAFE - TARZANA,14724 VENTURA BLVD # 1009,SHERMAN OAKS,CA,91403,"(34.1707243183, -118.540919561)",342.0,3.0,422.0,19339.0
32594,FA0033740,SOL NIGHT CLUB,PR0019420,SOL NIGHT CLUB,1636,RESTAURANT (61-150) SEATS LOW RISK,313 E CARSON ST,CARSON,CA,90745,33.8323662,-118.27189409999998,OW0033411,SOL NIGHT CLUB LLC,313 E CARSON ST,CARSON,CA,90745,"(33.8323661977, -118.2718941392)",1162.0,2.0,297.0,3354.0
10559,FA0163502,PIZZA MIA,PR0151720,PIZZA MIA,1634,RESTAURANT (31-60) SEATS MODERATE RISK,3006 E FLORENCE AVE # 102,HUNTINGTON PARK,CA,90225,33.97303259,-118.2151815,OW0127106,ERIC FOMBONA,3006 E FLORENCE AVE # 102,HUNTINGTON PARK,CA,90225,"(33.9730325904, -118.2151814731)",859.0,1.0,11.0,24689.0
